Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
12:18:33 a. m.,rápido la cámara y ahorita vuelvo a prender. Gracias.,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,rápido cámara vuelvo prender gracias,rápido la cámara y ahorita vuelvo a prender. gracias.,General opinions about the country,0
12:18:54 a. m.,listo,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,listo,listo,General opinions about the country,0.979259133
12:19:02 a. m.,sí,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,,sí,General opinions about the country,0
12:19:54 a. m.,Sí gracias Bye,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,gracias bye,sí gracias bye,General opinions about the country,0.997729957
12:19:57 a. m.,igual,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,igual,igual,General opinions about the country,0
12:31:48 a. m.,aquí Yo tengo 24 años y ahí está mi nombre a mí me gusta que me digan Daniel,CDMX,C-,20 - 30 años,1,Participant,5ef6846588,24 nombre digan daniel,aquí yo tengo 24 años y ahí está mi nombre a mí me gusta que me digan daniel,General opinions about the country,0
12:31:54 a. m.,"Este, eh, yo trabajo de los accionista en una óptica es este negocio familiar. Pues me gusta dibujar escuchar música ir al gimnasio y pasar tiempo con mis dos gatitos.",CDMX,C-,20 - 30 años,1,Participant,5ef6846588,eh trabajo accionista óptica negocio familiar dibujar escuchar música ir gimnasio pasar tiempo dos gatitos,"este, eh, yo trabajo de los accionista en una óptica es este negocio familiar. pues me gusta dibujar escuchar música ir al gimnasio y pasar tiempo con mis dos gatitos.",General opinions about the country,0
12:32:08 a. m.,Y pues nada más.,CDMX,C-,20 - 30 años,1,Participant,5ef6846588,,y pues nada más.,General opinions about the country,-0.998726547
12:32:12 a. m.,Gracias.,CDMX,C-,20 - 30 años,1,Participant,5ef6846588,gracias,gracias.,General opinions about the country,0.998385549
12:32:18 a. m.,"Hola buenas tardes, Mi nombre es este bueno, Obviamente si está ahí no tengo problema que me digan isaí Jacobo Tengo este 22 años y estoy este trabajando de de ayudante general ahí en un en un cine también estoy este, pues estudiando para hacer el examen este año para la universidad de la UNAM creo que",CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,hola buenas tardes nombre obviamente problema digan isaí jacobo 22 trabajando ayudante general cine estudiando examen año universidad unam,"hola buenas tardes, mi nombre es este bueno, obviamente si está ahí no tengo problema que me digan isaí jacobo tengo este 22 años y estoy este trabajando de de ayudante general ahí en un en un cine también estoy este, pues estudiando para hacer el examen este año para la universidad de la unam creo que",General opinions about the country,0
12:32:39 a. m.,pues ya es todo.,CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,,pues ya es todo.,General opinions about the country,0.634773135
12:32:42 a. m.,administración,CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,administración,administración,General opinions about the country,0
12:32:46 a. m.,Gracias.,CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,gracias,gracias.,General opinions about the country,0.998385549
12:32:52 a. m.,Hola Mi nombre es Sarahí este Tengo 23 años estudio barbería colorimetría y maquillaje profesional,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,hola nombre sarahí 23 estudio barbería colorimetría maquillaje profesional,hola mi nombre es sarahí este tengo 23 años estudio barbería colorimetría y maquillaje profesional,General opinions about the country,0
12:33:00 a. m.,Y creo que hablo de mí.,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,hablo,y creo que hablo de mí.,General opinions about the country,0
12:33:05 a. m.,De nada.,CDMX,C-,20 - 30 años,1,Participant,2588519cc5,,de nada.,General opinions about the country,0
12:33:24 a. m.,"Ah perdón, terminar micrófono",CDMX,C-,20 - 30 años,1,Participant,681f2b0cb8,ah perdón terminar micrófono,"ah perdón, terminar micrófono",General opinions about the country,0
12:33:30 a. m.,"Este bueno, la pantalla tenga 30 años y trabajo en una veterinaria como ayudante general.",CDMX,C-,20 - 30 años,1,Participant,681f2b0cb8,pantalla 30 trabajo veterinaria ayudante general,"este bueno, la pantalla tenga 30 años y trabajo en una veterinaria como ayudante general.",General opinions about the country,0
12:33:50 a. m.,Hola muy buenas tardes Este me llamo Nicole Tengo 30 años y pues la pequeña que medio se ve aquí es este mi bebé tiene dos y este actualmente trabajo de secretaria.,CDMX,C-,20 - 30 años,1,Participant,09901ce076,hola buenas tardes llamo nicole 30 pequeña medio ve bebé dos actualmente trabajo secretaria,hola muy buenas tardes este me llamo nicole tengo 30 años y pues la pequeña que medio se ve aquí es este mi bebé tiene dos y este actualmente trabajo de secretaria.,General opinions about the country,0
12:34:05 a. m.,Gracias.,CDMX,C-,20 - 30 años,1,Participant,09901ce076,gracias,gracias.,General opinions about the country,0.998385549
12:34:13 a. m.,"Hola Qué tal Buenas tardes, Este Bueno ya mi nombre Pablo Muñoz este me dedico a la construcción también independientemente este quisiera estudiar ingeniería este en físico teórico y pues practico BMX no tengo hijos tengo 20 años.",CDMX,C-,20 - 30 años,1,Participant,eb7af51af8,hola tal buenas tardes nombre pablo muñoz dedico construcción independientemente quisiera estudiar ingeniería físico teórico practico bmx hijos 20,"hola qué tal buenas tardes, este bueno ya mi nombre pablo muñoz este me dedico a la construcción también independientemente este quisiera estudiar ingeniería este en físico teórico y pues practico bmx no tengo hijos tengo 20 años.",General opinions about the country,0
12:34:32 a. m.,Gracias.,CDMX,C-,20 - 30 años,1,Participant,eb7af51af8,gracias,gracias.,General opinions about the country,0.998385549
12:34:53 a. m.,"Hola Yo soy Alex Tengo 24 años y estudio física y matemáticas Este De hecho ahorita estoy en la uni, pero tengo este tiempo libre.",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,hola alex 24 estudio física matemáticas hecho uni tiempo libre,"hola yo soy alex tengo 24 años y estudio física y matemáticas este de hecho ahorita estoy en la uni, pero tengo este tiempo libre.",General opinions about the country,0
12:35:08 a. m.,"Sí sí sin problemas, sí sí.",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,problemas,"sí sí sin problemas, sí sí.",General opinions about the country,0.993580818
12:35:20 a. m.,Bueno pues mi nombre es jerne Vega o veintitrés años me gusta mucho la música ir a conciertos y estoy ahorita estudiando economía luna.,CDMX,C-,20 - 30 años,1,Participant,04a213b29f,nombre jerne vega veintitrés música ir conciertos estudiando economía luna,bueno pues mi nombre es jerne vega o veintitrés años me gusta mucho la música ir a conciertos y estoy ahorita estudiando economía luna.,"Economic problems, General opinions about the country",0
12:35:49 a. m.,"Perdón yo me llamo Verónica Tengo 28 años y pues yo actualmente me dedico a vender ropa, ya sea en línea o bien también A veces voy a basar eso a vender.",CDMX,C-,20 - 30 años,1,Participant,a62022e703,perdón llamo verónica 28 actualmente dedico vender ropa línea veces basar vender,"perdón yo me llamo verónica tengo 28 años y pues yo actualmente me dedico a vender ropa, ya sea en línea o bien también a veces voy a basar eso a vender.",General opinions about the country,0
12:36:02 a. m.,Gracias.,CDMX,C-,20 - 30 años,1,Participant,a62022e703,gracias,gracias.,General opinions about the country,0.998385549
12:36:08 a. m.,"Sí, Hola Buenas tardes, Yo soy nayibe, Tengo 23 años estoy terminando la Prepa y también me estoy preparando para la universidad. Y pues ya mis ratos libres hago ejercicio y me gusta escuchar música.",CDMX,C-,20 - 30 años,1,Participant,22c2a474da,hola buenas tardes nayibe 23 terminando prepa preparando universidad ratos libres hago ejercicio escuchar música,"sí, hola buenas tardes, yo soy nayibe, tengo 23 años estoy terminando la prepa y también me estoy preparando para la universidad. y pues ya mis ratos libres hago ejercicio y me gusta escuchar música.",General opinions about the country,0
12:36:26 a. m.,Gracias.,CDMX,C-,20 - 30 años,1,Participant,22c2a474da,gracias,gracias.,General opinions about the country,0.998385549
12:39:31 a. m.,Un poco está organizado.,CDMX,C-,20 - 30 años,1,Participant,a62022e703,organizado,un poco está organizado.,General opinions about the country,0
12:39:37 a. m.,"Como que siento que todavía no tienen como suficiente control sobre todo en cuanto a a lo del narcotráfico, la delincuencia y también de los migrantes que están llegando.",CDMX,C-,20 - 30 años,1,Participant,a62022e703,todavía suficiente control cuanto narcotráfico delincuencia migrantes llegando,"como que siento que todavía no tienen como suficiente control sobre todo en cuanto a a lo del narcotráfico, la delincuencia y también de los migrantes que están llegando.",General opinions about the country,-0.999397397
12:40:01 a. m.,sí,CDMX,C-,20 - 30 años,1,Participant,a62022e703,,sí,General opinions about the country,0
12:40:07 a. m.,"Pues bueno yo en mi opinión veo al país este bueno, por lo menos yo lo veo un poco más del lado de los programas sociales. Que pues por lo menos si veo bastante apoyo hacia la gente y ahorita que va este Bueno más bien, que ya entró la nueva la nueva presidenta, me imagino que van a seguir por el rumbo de los apoyos este en los programas sociales, las becas todo eso en ese sentido Pues sí lo veo bastante bien nada más Espero que igual en el año que sigue bueno, que ya va a empezar Pues sí, continúan con ese apoyo hacia la gente.",CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,opinión país menos lado programas sociales menos bastante apoyo hacia gente entró nueva nueva presidenta imagino van seguir rumbo apoyos programas sociales becas bastante espero igual año sigue empezar continúan apoyo hacia gente,"pues bueno yo en mi opinión veo al país este bueno, por lo menos yo lo veo un poco más del lado de los programas sociales. que pues por lo menos si veo bastante apoyo hacia la gente y ahorita que va este bueno más bien, que ya entró la nueva la nueva presidenta, me imagino que van a seguir por el rumbo de los apoyos este en los programas sociales, las becas todo eso en ese sentido pues sí lo veo bastante bien nada más espero que igual en el año que sigue bueno, que ya va a empezar pues sí, continúan con ese apoyo hacia la gente.","General opinions about the country, Sheinbaum",0.973526955
12:40:45 a. m.,Sí exactamente.,CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,exactamente,sí exactamente.,General opinions about the country,0
12:40:50 a. m.,Pues yo creo que está con mucha delincuencia todavía y los precios la economía está muy baja Tenemos muchos problemas con nuestros con nuestros precios con nuestra canasta básica es muy cara. Deja de ser una canasta básica. Entonces creo que hay un gran problema de economía aquí.,CDMX,C-,20 - 30 años,1,Participant,22c2a474da,delincuencia todavía precios economía baja problemas precios canasta básica cara deja canasta básica gran problema economía,pues yo creo que está con mucha delincuencia todavía y los precios la economía está muy baja tenemos muchos problemas con nuestros con nuestros precios con nuestra canasta básica es muy cara. deja de ser una canasta básica. entonces creo que hay un gran problema de economía aquí.,"Economic problems, General opinions about the country",-0.999313116
12:41:32 a. m.,"Pues bueno Yo creo que es lo mismo de siempre. Yo la verdad de no me inmuto. Yo creo que pues está igual. Bueno, Yo apenas estoy empezando mi vida como de adulto. Y pues lo mismo creo que sí sí está muy caro, creo, o sea, yo por ejemplo en mi caso sí mínimo me gasto como 150 de desayunos nada más de desayuno, pero pues tampoco podría decir que es algo diferente porque creo que siempre se ha sentido así Creo que sí siempre lo he sentido así siempre ha sido nada, pues un país pues un poquito con pros y contras. Yo lo sigo sintiendo normal.",CDMX,C-,20 - 30 años,1,Participant,5ef6846588,mismo siempre inmuto igual apenas empezando vida adulto mismo caro ejemplo caso mínimo gasto 150 desayunos desayuno tampoco podría diferente siempre siempre siempre sido país poquito pros contras sigo normal,"pues bueno yo creo que es lo mismo de siempre. yo la verdad de no me inmuto. yo creo que pues está igual. bueno, yo apenas estoy empezando mi vida como de adulto. y pues lo mismo creo que sí sí está muy caro, creo, o sea, yo por ejemplo en mi caso sí mínimo me gasto como 150 de desayunos nada más de desayuno, pero pues tampoco podría decir que es algo diferente porque creo que siempre se ha sentido así creo que sí siempre lo he sentido así siempre ha sido nada, pues un país pues un poquito con pros y contras. yo lo sigo sintiendo normal.",General opinions about the country,0
12:42:17 a. m.,"Si lo siento igual Ni para bien y para mal, nada más, lo siento, igual sé que por debajo de la mesa hay muchas noticias hay muchos cambios todo pero pues a mí no. No me ha alcanzado Por ejemplo, yo escuché esto de que la tortilla en 28 y así Pero pues todavía no me ha alcanzado, Yo sigo mis días como muy normales todavía.",CDMX,C-,20 - 30 años,1,Participant,5ef6846588,igual mal igual debajo mesa muchas noticias cambios alcanzado ejemplo escuché tortilla 28 todavía alcanzado sigo días normales todavía,"si lo siento igual ni para bien y para mal, nada más, lo siento, igual sé que por debajo de la mesa hay muchas noticias hay muchos cambios todo pero pues a mí no. no me ha alcanzado por ejemplo, yo escuché esto de que la tortilla en 28 y así pero pues todavía no me ha alcanzado, yo sigo mis días como muy normales todavía.",General opinions about the country,-0.995854259
12:43:01 a. m.,"Bueno yo por ejemplo algo que yo sí puedo decir que aplaudo de la presidenta es de que también en cuanto la carta no que bueno lo que habló con Donald Trump y todo eso como que sí le dio el lugar a nuestro país y yo creo que sí Necesitaba alguien que realmente este, pues sí no diera la cara bien por nuestro por nuestro país.",CDMX,C-,20 - 30 años,1,Participant,a62022e703,ejemplo puedo aplaudo presidenta cuanto carta habló donald trump dio lugar país necesitaba alguien realmente diera cara país,"bueno yo por ejemplo algo que yo sí puedo decir que aplaudo de la presidenta es de que también en cuanto la carta no que bueno lo que habló con donald trump y todo eso como que sí le dio el lugar a nuestro país y yo creo que sí necesitaba alguien que realmente este, pues sí no diera la cara bien por nuestro por nuestro país.","General opinions about the country, Sheinbaum",0.996879578
12:43:29 a. m.,Yo Considero que sí es algo es algo muy creo que histórico no vaya más de doscientos años de Independencia en este país y es la primera. la primera mujer que llega al cargo de presidente y no solo eso sino la,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,considero histórico vaya doscientos independencia país primera primera mujer llega cargo presidente,yo considero que sí es algo es algo muy creo que histórico no vaya más de doscientos años de independencia en este país y es la primera. la primera mujer que llega al cargo de presidente y no solo eso sino la,General opinions about the country,0.595262468
12:43:42 a. m.,"primera persona este con estudios científicos vaya No yo estudio parecido y Es algo es algo muy bueno, o sea, es alguien que realmente tiene estudios en muchos en muchas ramas de distintas disciplinas Y eso es como dice bueno para una representación extranjera del país.",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,primera persona estudios científicos vaya estudio parecido alguien realmente estudios muchas ramas distintas disciplinas representación extranjera país,"primera persona este con estudios científicos vaya no yo estudio parecido y es algo es algo muy bueno, o sea, es alguien que realmente tiene estudios en muchos en muchas ramas de distintas disciplinas y eso es como dice bueno para una representación extranjera del país.",General opinions about the country,0.998711109
12:44:23 a. m.,"Pues sí más que nada complementando con lo que menciona la compañera sí ya también siento que la presidenta como que le está dando este un lugar a México Bueno de hecho desde el anterior presidente también. Ya siento que le estaban dando un lugar Porque yo sí sentía como que antes los otros presidentes Sí este. Pues bueno, no sé si decirlo así, pero como que sí sé Casi casi se arrodillaban ante los extranjeros y yo por lo menos siento que estos dos presidentes este que llevan como que sí le están tratando de darle el lugar al país y de hecho justamente vi una noticia de algo de de qué litio de que habían encontrado litio o algo así y que lo querían sobre explotar más en México y no que se lo iban a dar a otros países como antiguamente se hacía Entonces en ese sentido creo que sí, este, pues sí, está viendo un avance de que están tratando de poner a México en en un lugar que debe de estar y no como por debajo donde siempre lo han tratado de hacer los antiguos presidentes.",CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,complementando menciona compañera presidenta dando lugar méxico hecho anterior presidente dando lugar sentía presidentes decirlo casi casi arrodillaban extranjeros menos dos presidentes llevan tratando darle lugar país hecho justamente vi noticia litio encontrado litio querían explotar méxico iban dar países antiguamente hacía viendo avance tratando poner méxico lugar debe debajo siempre tratado antiguos presidentes,"pues sí más que nada complementando con lo que menciona la compañera sí ya también siento que la presidenta como que le está dando este un lugar a méxico bueno de hecho desde el anterior presidente también. ya siento que le estaban dando un lugar porque yo sí sentía como que antes los otros presidentes sí este. pues bueno, no sé si decirlo así, pero como que sí sé casi casi se arrodillaban ante los extranjeros y yo por lo menos siento que estos dos presidentes este que llevan como que sí le están tratando de darle el lugar al país y de hecho justamente vi una noticia de algo de de qué litio de que habían encontrado litio o algo así y que lo querían sobre explotar más en méxico y no que se lo iban a dar a otros países como antiguamente se hacía entonces en ese sentido creo que sí, este, pues sí, está viendo un avance de que están tratando de poner a méxico en en un lugar que debe de estar y no como por debajo donde siempre lo han tratado de hacer los antiguos presidentes.","General opinions about the country, Sheinbaum",-0.361343473
12:45:26 a. m.,"Pues eso sí, este he visto cosas nuevas. He visto un par de mejoras, no diría que cambia la vida de la gente, pero por ejemplo hace poco. Yo acabo de ver allá, en creo que la Esmeralda por San Felipe de Jesús que sí están así de que pintando y la verdad arreglaron un un Este era como un parquecito, que pues estaba muy muy feo. Y Bueno eso sí lo he notado, si no te hace poco Pasé por ahí y si Noté que que ya arreglaron ese parquecito y todo esto.",CDMX,C-,20 - 30 años,1,Participant,5ef6846588,visto nuevas visto par mejoras diría cambia vida gente ejemplo acabo allá esmeralda san felipe jesús pintando arreglaron parquecito feo notado pasé noté arreglaron parquecito,"pues eso sí, este he visto cosas nuevas. he visto un par de mejoras, no diría que cambia la vida de la gente, pero por ejemplo hace poco. yo acabo de ver allá, en creo que la esmeralda por san felipe de jesús que sí están así de que pintando y la verdad arreglaron un un este era como un parquecito, que pues estaba muy muy feo. y bueno eso sí lo he notado, si no te hace poco pasé por ahí y si noté que que ya arreglaron ese parquecito y todo esto.",General opinions about the country,0.818904817
12:46:22 a. m.,"Perdón Bueno he notado que yo estoy hablando más que otros compañeros una disculpa, por eso quería",CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,perdón notado hablando compañeros disculpa quería,"perdón bueno he notado que yo estoy hablando más que otros compañeros una disculpa, por eso quería",General opinions about the country,0
12:46:27 a. m.,"comentar más que nada que si bien si la Ciudad de México sí efectivamente sí, están haciendo muchas construcciones, creo que están descuidando mucho el metro y como que sí deberían de dar un poquito más de mantenimiento al metro porque pues justamente sí es una muy buena ayuda, por ejemplo para los estudiantes o para las personas que van a trabajar si ayuda el metro, si si no se hace ahora sí que como dicen vulgarmente un paro, pero como que sí le deben dar mantenimiento porque como que últimamente he escuchado muchas noticias de que que el metro ya se descompuso que tuvo choques que no sé que tal línea ya la cerraron entonces como que sí deberían de centrarse un poquito más en el metro y de cuidarlo un poquito más hace poquito de hecho como hace unos tres días, no sé qué no sé a dónde fui tomé la línea 7 y justamente nos bajaron en la estación de auditorio, que porque el metro tal cual ya no ya no servía entonces, pues sí, como le están desquilando un poquito el metro y",CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,comentar ciudad méxico efectivamente haciendo muchas construcciones descuidando metro deberían dar poquito mantenimiento metro justamente buena ayuda ejemplo estudiantes personas van trabajar ayuda metro dicen vulgarmente paro deben dar mantenimiento últimamente escuchado muchas noticias metro descompuso choques tal línea cerraron deberían centrarse poquito metro cuidarlo poquito poquito hecho tres días dónde tomé línea 7 justamente bajaron estación auditorio metro tal servía desquilando poquito metro,"comentar más que nada que si bien si la ciudad de méxico sí efectivamente sí, están haciendo muchas construcciones, creo que están descuidando mucho el metro y como que sí deberían de dar un poquito más de mantenimiento al metro porque pues justamente sí es una muy buena ayuda, por ejemplo para los estudiantes o para las personas que van a trabajar si ayuda el metro, si si no se hace ahora sí que como dicen vulgarmente un paro, pero como que sí le deben dar mantenimiento porque como que últimamente he escuchado muchas noticias de que que el metro ya se descompuso que tuvo choques que no sé que tal línea ya la cerraron entonces como que sí deberían de centrarse un poquito más en el metro y de cuidarlo un poquito más hace poquito de hecho como hace unos tres días, no sé qué no sé a dónde fui tomé la línea 7 y justamente nos bajaron en la estación de auditorio, que porque el metro tal cual ya no ya no servía entonces, pues sí, como le están desquilando un poquito el metro y",General opinions about the country,-0.998750806
12:47:20 a. m.,deberían de De atenderlo más.,CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,deberían atenderlo,deberían de de atenderlo más.,General opinions about the country,0
12:47:30 a. m.,"Pues bueno siento que en la ciudad de las cosas bueno de los principales problemas, que hay es uno. Bueno, lo que ya dijo igual mi compañera isaí, del metro de que no le dan Pues el debido mantenimiento Y también siento que hay mucho robo también ahí porque o bueno, por ejemplo, siento que es muy común las aglomeraciones de gente, entonces también luego hay dentro también el mismo metro se da mucho que igual sean a la gente o luego también yo ahorita he querido como que alguno que otro concierto también, por ejemplo en el de que igual hay demasiada gente también pasa lo mismo de que los voltean mucho siento que es más que nada eso como lo de mucho robo siento.",CDMX,C-,20 - 30 años,1,Participant,04a213b29f,ciudad principales problemas dijo igual compañera isaí metro dan debido mantenimiento robo ejemplo común aglomeraciones gente dentro mismo metro da igual gente querido alguno concierto ejemplo igual demasiada gente pasa mismo voltean robo,"pues bueno siento que en la ciudad de las cosas bueno de los principales problemas, que hay es uno. bueno, lo que ya dijo igual mi compañera isaí, del metro de que no le dan pues el debido mantenimiento y también siento que hay mucho robo también ahí porque o bueno, por ejemplo, siento que es muy común las aglomeraciones de gente, entonces también luego hay dentro también el mismo metro se da mucho que igual sean a la gente o luego también yo ahorita he querido como que alguno que otro concierto también, por ejemplo en el de que igual hay demasiada gente también pasa lo mismo de que los voltean mucho siento que es más que nada eso como lo de mucho robo siento.","General opinions about the country, Security problems",-0.99733609
12:48:25 a. m.,"Yo creo que hay un gran problema de gentrificación en la Ciudad de México y por ello también, por",CDMX,C-,20 - 30 años,1,Participant,22c2a474da,gran problema gentrificación ciudad méxico ello,"yo creo que hay un gran problema de gentrificación en la ciudad de méxico y por ello también, por",General opinions about the country,-0.999208391
12:48:32 a. m.,"ejemplo lo que son productos nacionales también están elevados de precio a lo que normalmente estamos acostumbrados nosotros Porque porque al haber mucho extranjero los productos y los servicios llegan a ser mucho más caros incluso para nosotros como mismos, pues miembros de nuestro país y creo que eso es un gran problema también en el que no veo que se empiece a dar una solución.",CDMX,C-,20 - 30 años,1,Participant,22c2a474da,ejemplo productos nacionales elevados precio normalmente acostumbrados haber extranjero productos servicios llegan caros incluso mismos miembros país gran problema empiece dar solución,"ejemplo lo que son productos nacionales también están elevados de precio a lo que normalmente estamos acostumbrados nosotros porque porque al haber mucho extranjero los productos y los servicios llegan a ser mucho más caros incluso para nosotros como mismos, pues miembros de nuestro país y creo que eso es un gran problema también en el que no veo que se empiece a dar una solución.",General opinions about the country,-0.999026537
12:49:07 a. m.,"Sí yo creo que sí, porque de hecho luego este las rentas son mucho más caras como dice, vas a algún lugar y te quieren cobrar mucho más, porque pues a lo mejor hay otra o los extranjeros y lo pagan. Entonces, por eso te van cobrando más caras las cosas.",CDMX,C-,20 - 30 años,1,Participant,a62022e703,hecho rentas caras vas algún lugar quieren cobrar mejor extranjeros pagan van cobrando caras,"sí yo creo que sí, porque de hecho luego este las rentas son mucho más caras como dice, vas a algún lugar y te quieren cobrar mucho más, porque pues a lo mejor hay otra o los extranjeros y lo pagan. entonces, por eso te van cobrando más caras las cosas.",General opinions about the country,-0.999065936
12:49:55 a. m.,"Bueno si quería más que nada complementar lo que dijo la compañera de la gentrificación sí tiene mucha razón, pues bueno ya tocando el tema de lo de la carta, pues obviamente sería la delincuencia que sí que ser radique totalmente la delincuencia porque sí está muy alta y Sí también lo de la gentrificación, pero lamentablemente quería hacer un comentario de la gentrificación que eso es un problema que veo difícil que se resuelva porque incluso los otros los otros los mexicanos he notado Que muchos hasta Pues sí como que prefieren a americanos extranjeros que incluso a sus propios este hermanos o paisanos lo veo por ejemplo en Estados como Oaxaca Yo tengo mucha familia en Oaxaca y allá la gente es este muy no sé si decirle agresiva o por lo menos Sí muy este muy grosera con los propios mexicanos pero no sea un extranjero Porque casi casi le besan los pies Entonces sí efectivamente la gentrificación es un problema pero cómo se va a radicar si los propios mexicanos Pues prefieren a los propios gringos que a los mexicanos no.",CDMX,C-,20 - 30 años,1,Participant,f58f5f6992,quería complementar dijo compañera gentrificación razón tocando carta obviamente delincuencia radique totalmente delincuencia alta gentrificación lamentablemente quería comentario gentrificación problema difícil resuelva incluso mexicanos notado prefieren americanos extranjeros incluso propios hermanos paisanos ejemplo oaxaca familia oaxaca allá gente decirle agresiva menos grosera propios mexicanos extranjero casi casi besan pies efectivamente gentrificación problema radicar propios mexicanos prefieren propios gringos mexicanos,"bueno si quería más que nada complementar lo que dijo la compañera de la gentrificación sí tiene mucha razón, pues bueno ya tocando el tema de lo de la carta, pues obviamente sería la delincuencia que sí que ser radique totalmente la delincuencia porque sí está muy alta y sí también lo de la gentrificación, pero lamentablemente quería hacer un comentario de la gentrificación que eso es un problema que veo difícil que se resuelva porque incluso los otros los otros los mexicanos he notado que muchos hasta pues sí como que prefieren a americanos extranjeros que incluso a sus propios este hermanos o paisanos lo veo por ejemplo en estados como oaxaca yo tengo mucha familia en oaxaca y allá la gente es este muy no sé si decirle agresiva o por lo menos sí muy este muy grosera con los propios mexicanos pero no sea un extranjero porque casi casi le besan los pies entonces sí efectivamente la gentrificación es un problema pero cómo se va a radicar si los propios mexicanos pues prefieren a los propios gringos que a los mexicanos no.",General opinions about the country,-0.998489618
12:51:02 a. m.,"Yo en esta carta escribiría que se resolviera la especulación de la burbuja inmobiliaria. porque es absurdo justamente no lo que como lo que Comenta Una nave que las rentas alcanzan precios exorbitantes ridículos no este que ninguno de nosotros va a poder tener una vivienda propia este no lo digo yo no lo dicen las estadísticas es imposible las mates no dan para que ganando un suelo un sueldo decente en la Ciudad de México podamos tener una vivienda digna no ya no es este. ya pasó de ser algo necesario, sino un lujo inclusive no llegar a vivir",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,carta escribiría resolviera especulación burbuja inmobiliaria absurdo justamente comenta nave rentas alcanzan precios exorbitantes ridículos ninguno poder tener vivienda propia dicen estadísticas imposible mates dan ganando suelo sueldo decente ciudad méxico podamos tener vivienda digna pasó necesario lujo inclusive llegar vivir,"yo en esta carta escribiría que se resolviera la especulación de la burbuja inmobiliaria. porque es absurdo justamente no lo que como lo que comenta una nave que las rentas alcanzan precios exorbitantes ridículos no este que ninguno de nosotros va a poder tener una vivienda propia este no lo digo yo no lo dicen las estadísticas es imposible las mates no dan para que ganando un suelo un sueldo decente en la ciudad de méxico podamos tener una vivienda digna no ya no es este. ya pasó de ser algo necesario, sino un lujo inclusive no llegar a vivir",General opinions about the country,-0.99899441
12:51:51 a. m.,en la Ciudad de México y aún más en una buena ciudad en una buena zona de la Ciudad de México así que,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,ciudad méxico aún buena ciudad buena zona ciudad méxico,en la ciudad de méxico y aún más en una buena ciudad en una buena zona de la ciudad de méxico así que,General opinions about the country,0.998359621
12:51:57 a. m.,Eso es mi carta.,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,carta,eso es mi carta.,General opinions about the country,0
12:52:08 a. m.,"Hablando objetivamente subjetivamente, pues puedo argumentar aquí en la ciudad No pero en los Estados no sé cómo sea sé que también se da justamente no lo que comentó isaí.",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,hablando objetivamente subjetivamente puedo argumentar ciudad da justamente comentó isaí,"hablando objetivamente subjetivamente, pues puedo argumentar aquí en la ciudad no pero en los estados no sé cómo sea sé que también se da justamente no lo que comentó isaí.",General opinions about the country,0
12:52:24 a. m.,Ah muy bien Creo que estoy también de acuerdo la violencia contra el narcotráfico y todo eso siempre ha,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,ah acuerdo violencia narcotráfico siempre,ah muy bien creo que estoy también de acuerdo la violencia contra el narcotráfico y todo eso siempre ha,"General opinions about the country, Security problems",0
12:52:29 a. m.,sido un problema latente en nuestro país y pues aún sigue muy muy vigente.,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,sido problema latente país aún sigue vigente,sido un problema latente en nuestro país y pues aún sigue muy muy vigente.,General opinions about the country,-0.998155177
